"","species","MDS1","MDS2","MDS3"
"1","cyclopterus_lumpus",-1.57431740458332,-0.336625621663154,-0.231592505976333
"2","homarus_americanus",0.485306923090949,-0.24251011103486,-0.262804598033813
"3","myoxocephalus_octodecemspinosus",-0.0866582477851868,-0.351877997547217,-0.0826345622018408
"4","placopecten_magellanicus",0.108331663139233,0.880124917360655,-0.686031679278109
"5","pollachius_virens",-0.300879761608483,-0.034529312978122,0.336722552804013
"6","pseudopleuronectes_americanus",-0.196427371073375,-0.0408942165640211,0.241772141023476
"7","tautogolabrus_adspersus",0.787502827216841,-0.771018509288813,-0.53755733525795
"8","sum_cancer",-0.0724393660496687,0.431582713553928,-0.121622280732538
"9","sum_urophycis",0.590073378530641,0.138827908804114,0.666730827919055
