"","var","regime_shift","upper","lower","upper_zi","lower_zi"
"213","Mytilus SW",3,0.0817832610101052,-0.0367839842761822,0.00579551014147316,-0.197739635408252
"214","Nucella BC",1,-0.00199449049642644,-0.0488377862215281,0.0176106520335729,-0.0278038611356985
"215","Nucella BC",2,0.0182396629519477,-0.0320795233213187,0.0124946968296421,-0.029973920959518
"216","Nucella BC",3,0.0154736803394409,-0.0319290142988562,0.0257763288565425,-0.0227596767196765
"217","Nucella NE",1,0.011907343298142,-0.0322345907789932,0.00818920749503531,-0.0834103634784897
"218","Nucella NE",2,0.0579049220861012,-0.0184570540978766,0.0470593803811276,-0.0457815829176879
"219","Nucella NE",3,0.0397959787448837,-0.0298056899010634,0.0696828073472712,-0.027679290813407
"220","Nucella NW",1,0.191746498295275,0.00574870382250991,0.0467696522007034,-0.0129598389216028
"221","Nucella NW",2,0.17899510963291,0.0147055768245015,0.0188286024529595,-0.0422981493861501
"222","Nucella NW",3,0.0344013333851878,-0.0754725306183009,0.0209574044512339,-0.0410364805062693
"223","Nucella SE",1,0.0780818223998758,-0.0269367185226997,-0.00540140237847204,-0.159333559443003
"224","Nucella SE",2,0.184940008022006,-0.00876326076764754,0.0287569850959994,-0.112254623080994
"225","Nucella SE",3,-0.0305130324196345,-0.225749232218692,0.143099195575078,-0.102061731457244
"226","Nucella SW",1,-0.000674903398528825,-0.0538309493166437,0.0103412083683921,-0.0935272968531011
"227","Nucella SW",2,0.0794369960800411,0.00580784107499426,0.0179143125326217,-0.063664996259353
"228","Nucella SW",3,-0.00714010708713423,-0.0747735200823974,0.0846693370368932,-0.0122087640275276
"229","Semibalanus BC",1,0.0251251908604021,-0.0060098607724678,0.0773928505640688,-0.00448868192999335
"230","Semibalanus BC",2,0.0166765382215509,-0.0171482565879014,0.00504343798921002,-0.0890815210921547
"231","Semibalanus BC",3,0.0264139780224466,-0.0075621218938776,0.00527389132570087,-0.104691819392968
"232","Semibalanus NE",1,-0.0175276879941186,-0.0915479164184611,0.050365720606224,-0.0102744784296143
"233","Semibalanus NE",2,-0.00933486281799634,-0.108152979625951,0.0138772004004769,-0.0876442736324745
"234","Semibalanus NE",3,0.135805849873072,0.0425765492384676,0.00673852442542169,-0.137804508840498
"235","Semibalanus NW",1,0.0106201026010645,-0.0198766053690204,0.0537822531079102,-0.0112800658306428
"236","Semibalanus NW",2,0.0324326559280709,-0.00632954230882405,0.0272710860908914,-0.0258679170624434
"237","Semibalanus NW",3,0.0249830227624389,-0.0123803729514868,0.00928515067166369,-0.0651491475071011
"238","Semibalanus SE",1,0.0664608131432145,-0.00924807252813151,0.0708277426519685,1.43014049515669e-05
"239","Semibalanus SE",2,0.0882383242423901,0.0203173244469389,0.00256235984331898,-0.0855043892304576
"240","Semibalanus SE",3,0.205758357193433,0.13075067994042,0.0316410829989787,-0.0778197539011975
"241","Semibalanus SW",1,0.00490405305456512,-0.0410024243871895,0.0455797700337686,-0.00532419965309986
"242","Semibalanus SW",2,0.0200152854334151,-0.0186003623510751,0.00854471445292647,-0.0193952207266697
"243","Semibalanus SW",3,0.0318295486014064,-0.00818209034969656,0.0126454911667932,-0.0125691099085685
"244","Amphipoda BC",1,0.408325532996161,0.366368680859689,0.12836557568813,0.00920460875691608
"245","Amphipoda BC",2,0.490057092570144,0.36941263324035,-0.00608396381762067,-0.129344127073942
"246","Amphipoda BC",3,0.491476914738581,0.31073756151096,0.118405945588401,-0.0350931842290386
"247","Amphipoda NE",1,0.290017667010485,0.270828267943979,0.0897823400783232,0.0089273502740093
"248","Amphipoda NE",2,0.50062786112785,0.464829399360839,0.0620460312970601,-0.0242991133524356
"249","Amphipoda NE",3,-0.377675562238129,-0.411917977924588,0.0890372376226295,-0.00376002383546411
"250","Amphipoda NW",1,0.957780243263451,0.824595238821033,0.0207829244673116,-0.0970724384312913
"251","Amphipoda NW",2,0.692234817207472,0.584137556311386,0.10240359955009,-0.00661976713403444
"252","Amphipoda NW",3,0.913136657767705,0.672055221664259,0.0223318032601151,-0.124380356825862
"253","Amphipoda SE",1,-0.319826399208389,-0.344146608912943,0.0521161464119886,-0.00492861052259339
"254","Amphipoda SE",2,-0.198163878575797,-0.216746709760536,0.0408144608644109,-0.0180596928675749
"255","Amphipoda SE",3,0.264726686524367,0.209681363287639,0.0548093431919898,-0.00924556711413583
"256","Amphipoda SW",1,0.284989822279695,0.223825063904871,0.00965794381904557,-0.123982404814099
"257","Amphipoda SW",2,-0.280077760058672,-0.355362612953192,-0.0186836467168506,-0.18398639979391
"258","Amphipoda SW",3,-1.4300566716513,-1.83196362735797,0.03891308079573,-0.185357577470149
"259","Isopoda BC",1,-0.483421600630488,-0.577609880847232,0.145682564282554,-0.0063068394748268
"260","Isopoda BC",2,0.700512846488953,0.334148011411506,0.0193722250582434,-0.268800090291866
"261","Isopoda BC",3,-0.257885556769435,-0.618639419598856,0.06944062577919,-0.147812686123116
"262","Isopoda NE",1,-0.391040548487062,-0.77838072944881,0.010764899614382,-0.118920023885429
"263","Isopoda NE",2,0.0172826318953916,-0.502170031206685,0.158245687682617,-0.0117961181259514
"264","Isopoda NE",3,0.135386002322101,-0.30106185687376,0.0309566478635077,-0.149608620267585
"265","Isopoda NW",1,0.895475337689531,0.698866074680409,0.248191423141667,-0.0126753315818521
"266","Isopoda NW",2,1.32842704719295,0.963928492611168,0.274136888012014,-0.0302591457372086
"267","Isopoda NW",3,1.2596989238702,0.465784587078419,0.0627574156776758,-0.123275220609933
"268","Isopoda SE",1,0.498898493263399,0.297911111052307,0.0241665264371282,-0.0286445639799359
"269","Isopoda SE",2,-0.208523858139384,-0.334628065496716,0.0106326015448505,-0.0421251117223847
"270","Isopoda SE",3,-0.0626333212109697,-0.340105897875059,0.0268012506444061,-0.0357942355148482
"271","Isopoda SW",1,-0.367117580412029,-0.498644169065269,0.0724109477033296,-0.0224286317040939
"272","Isopoda SW",2,0.481532577887734,0.246314911702479,0.0165450406466017,-0.12334017832679
"273","Isopoda SW",3,-0.457941255152476,-0.693832134474391,0.0727287138494223,-0.0246419324099852
